encryption,compression,compressionBzip2,compressionGzip,compressionLzo,compressionZpaq,compressionLzma,unlimitedWindowSize,disableCompressibilityTesting,level,processorCount,maxRam,<$performance
0,0,0,0,0,0,0,0,1,7,2,6,14298.6
0,0,0,0,0,0,0,0,1,8,2,6,14188.4
0,0,0,0,0,0,0,0,1,9,2,6,14386.4
0,0,0,0,0,0,0,0,1,1,3,6,10259.4
0,0,0,0,0,0,0,0,1,2,3,6,10496.6
0,0,0,0,0,0,0,0,1,3,3,6,11183.6
0,0,0,0,0,0,0,0,1,4,3,6,10808.8
0,0,0,0,0,0,0,0,1,5,3,6,11501.2
0,0,0,0,0,0,0,0,1,6,3,6,12054.6
0,0,0,0,0,0,0,0,1,7,3,6,14299.8
0,0,0,0,0,0,0,0,1,8,3,6,14435.4
0,0,0,0,0,0,0,0,1,9,3,6,14476.6
0,0,0,0,0,0,0,0,1,1,4,6,10498.6
0,0,0,0,0,0,0,0,1,2,4,6,10322.4
0,0,0,0,0,0,0,0,1,3,4,6,10656.8
0,0,0,0,0,0,0,0,1,4,4,6,10846.6
0,0,0,0,0,0,0,0,1,5,4,6,11757.2
0,0,0,0,0,0,0,0,1,6,4,6,12121.8
0,0,0,0,0,0,0,0,1,7,4,6,14325.8
0,0,0,0,0,0,0,0,1,8,4,6,14374.4
0,0,0,0,0,0,0,0,1,9,4,6,14357
0,0,0,0,0,0,0,0,1,1,1,18,10450.4
0,0,0,0,0,0,0,0,1,2,1,18,10238.2
0,0,0,0,0,0,0,0,1,3,1,18,10447.6
0,0,0,0,0,0,0,0,1,4,1,18,10598.6
0,0,0,0,0,0,0,0,1,5,1,18,11066
0,0,0,0,0,0,0,0,1,6,1,18,11472.2
0,0,0,0,0,0,0,0,1,7,1,18,12488
0,0,0,0,0,0,0,0,1,8,1,18,12494.8
0,0,0,0,0,0,0,0,1,9,1,18,12601.4
0,0,0,0,0,0,0,0,1,1,2,18,10421
0,0,0,0,0,0,0,0,1,2,2,18,10287.2
0,0,0,0,0,0,0,0,1,3,2,18,10422.6
0,0,0,0,0,0,0,0,1,4,2,18,10631.4
0,0,0,0,0,0,0,0,1,5,2,18,11210.2
0,0,0,0,0,0,0,0,1,6,2,18,11359.6
0,0,0,0,0,0,0,0,1,7,2,18,12492
0,0,0,0,0,0,0,0,1,8,2,18,12636.4
0,0,0,0,0,0,0,0,1,9,2,18,12597
0,0,0,0,0,0,0,0,1,1,3,18,10339.8
0,0,0,0,0,0,0,0,1,2,3,18,10363
0,0,0,0,0,0,0,0,1,3,3,18,10393.8
0,0,0,0,0,0,0,0,1,4,3,18,10735.2
0,0,0,0,0,0,0,0,1,5,3,18,11079.6
0,0,0,0,0,0,0,0,1,6,3,18,11437.4
0,0,0,0,0,0,0,0,1,7,3,18,12557.4
0,0,0,0,0,0,0,0,1,8,3,18,12427
0,0,0,0,0,0,0,0,1,9,3,18,12737
0,0,0,0,0,0,0,0,1,1,4,18,10468
0,0,0,0,0,0,0,0,1,2,4,18,10298.8
0,0,0,0,0,0,0,0,1,3,4,18,10686
0,0,0,0,0,0,0,0,1,4,4,18,10621.4
0,0,0,0,0,0,0,0,1,5,4,18,11148.6
0,0,0,0,0,0,0,0,1,6,4,18,11350.6
0,0,0,0,0,0,0,0,1,7,4,18,12530.4
0,0,0,0,0,0,0,0,1,8,4,18,12570.2
0,0,0,0,0,0,0,0,1,9,4,18,12452.6
1,0,0,0,0,0,0,0,1,1,1,2,15276.8
1,0,0,0,0,0,0,0,1,2,1,2,14574.8
1,0,0,0,0,0,0,0,1,3,1,2,14886.2
1,0,0,0,0,0,0,0,1,4,1,2,14872.6
1,0,0,0,0,0,0,0,1,5,1,2,15432.6
1,0,0,0,0,0,0,0,1,6,1,2,17662.4
1,0,0,0,0,0,0,0,1,7,1,2,20790.4
1,0,0,0,0,0,0,0,1,8,1,2,21897.8
1,0,0,0,0,0,0,0,1,9,1,2,20876.8
1,0,0,0,0,0,0,0,1,1,2,2,14486.2
1,0,0,0,0,0,0,0,1,2,2,2,15817.2
1,0,0,0,0,0,0,0,1,3,2,2,14824.2
1,0,0,0,0,0,0,0,1,4,2,2,14841.8
1,0,0,0,0,0,0,0,1,5,2,2,15466.2
1,0,0,0,0,0,0,0,1,6,2,2,18122.6
1,0,0,0,0,0,0,0,1,7,2,2,20781
1,0,0,0,0,0,0,0,1,8,2,2,20812.6
1,0,0,0,0,0,0,0,1,9,2,2,22508.2
1,0,0,0,0,0,0,0,1,1,3,2,14883
1,0,0,0,0,0,0,0,1,2,3,2,14864.2
1,0,0,0,0,0,0,0,1,3,3,2,14893.6
1,0,0,0,0,0,0,0,1,4,3,2,14865.8
1,0,0,0,0,0,0,0,1,5,3,2,15386.2
1,0,0,0,0,0,0,0,1,6,3,2,17165.6
1,0,0,0,0,0,0,0,1,7,3,2,21626.8
1,0,0,0,0,0,0,0,1,8,3,2,20729.6
1,0,0,0,0,0,0,0,1,9,3,2,21401
1,0,0,0,0,0,0,0,1,1,4,2,14765.6
1,0,0,0,0,0,0,0,1,2,4,2,14606.2
1,0,0,0,0,0,0,0,1,3,4,2,14872.4
1,0,0,0,0,0,0,0,1,4,4,2,15271.4
1,0,0,0,0,0,0,0,1,5,4,2,15480.4
1,0,0,0,0,0,0,0,1,6,4,2,16621
1,0,0,0,0,0,0,0,1,7,4,2,20752
1,0,0,0,0,0,0,0,1,8,4,2,21081.2
1,0,0,0,0,0,0,0,1,9,4,2,20894
1,0,0,0,0,0,0,0,1,1,1,6,14429.8
1,0,0,0,0,0,0,0,1,2,1,6,14696.8
1,0,0,0,0,0,0,0,1,3,1,6,14645.2
1,0,0,0,0,0,0,0,1,4,1,6,13918.6
1,0,0,0,0,0,0,0,1,5,1,6,14710
1,0,0,0,0,0,0,0,1,6,1,6,15204.4
1,0,0,0,0,0,0,0,1,7,1,6,17831.4
1,0,0,0,0,0,0,0,1,8,1,6,17065.8
1,0,0,0,0,0,0,0,1,9,1,6,17091
1,0,0,0,0,0,0,0,1,1,2,6,14931.8
1,0,0,0,0,0,0,0,1,2,2,6,14471.8
1,0,0,0,0,0,0,0,1,3,2,6,14635.2
1,0,0,0,0,0,0,0,1,4,2,6,13909.2
1,0,0,0,0,0,0,0,1,5,2,6,14536
1,0,0,0,0,0,0,0,1,6,2,6,15670.8
1,0,0,0,0,0,0,0,1,7,2,6,17445.8
1,0,0,0,0,0,0,0,1,8,2,6,17084.8
1,0,0,0,0,0,0,0,1,9,2,6,17164.2
1,0,0,0,0,0,0,0,1,1,3,6,14873
1,0,0,0,0,0,0,0,1,2,3,6,14477.2
1,0,0,0,0,0,0,0,1,3,3,6,14638.4
1,0,0,0,0,0,0,0,1,4,3,6,13981.6
1,0,0,0,0,0,0,0,1,5,3,6,14993.2
1,0,0,0,0,0,0,0,1,6,3,6,15212.4
1,0,0,0,0,0,0,0,1,7,3,6,17402
1,0,0,0,0,0,0,0,1,8,3,6,17171.4
1,0,0,0,0,0,0,0,1,9,3,6,17102.8
1,0,0,0,0,0,0,0,1,1,4,6,14709.8
1,0,0,0,0,0,0,0,1,2,4,6,14615.8
1,0,0,0,0,0,0,0,1,3,4,6,14701.4
1,0,0,0,0,0,0,0,1,4,4,6,13939.2
1,0,0,0,0,0,0,0,1,5,4,6,14609
1,0,0,0,0,0,0,0,1,6,4,6,15490.8
1,0,0,0,0,0,0,0,1,7,4,6,17166.8
1,0,0,0,0,0,0,0,1,8,4,6,17417.4
1,0,0,0,0,0,0,0,1,9,4,6,17131
1,0,0,0,0,0,0,0,1,1,1,18,14487.6
1,0,0,0,0,0,0,0,1,2,1,18,14364
1,0,0,0,0,0,0,0,1,3,1,18,14500.2
1,0,0,0,0,0,0,0,1,4,1,18,14780.6
1,0,0,0,0,0,0,0,1,5,1,18,15333
1,0,0,0,0,0,0,0,1,6,1,18,15477.4
1,0,0,0,0,0,0,0,1,7,1,18,16659.8
1,0,0,0,0,0,0,0,1,8,1,18,16633.2
1,0,0,0,0,0,0,0,1,9,1,18,16710.2
1,0,0,0,0,0,0,0,1,1,2,18,14402
1,0,0,0,0,0,0,0,1,2,2,18,14428.8
1,0,0,0,0,0,0,0,1,3,2,18,14513.8
1,0,0,0,0,0,0,0,1,4,2,18,14786.2
1,0,0,0,0,0,0,0,1,5,2,18,15127.2
1,0,0,0,0,0,0,0,1,6,2,18,15523.8
1,0,0,0,0,0,0,0,1,7,2,18,16622.8
1,0,0,0,0,0,0,0,1,8,2,18,16465.4
1,0,0,0,0,0,0,0,1,9,2,18,16505
1,0,0,0,0,0,0,0,1,1,3,18,14669.4
1,0,0,0,0,0,0,0,1,2,3,18,14351.4
1,0,0,0,0,0,0,0,1,3,3,18,14355.4
1,0,0,0,0,0,0,0,1,4,3,18,14710.4
1,0,0,0,0,0,0,0,1,5,3,18,15148
1,0,0,0,0,0,0,0,1,6,3,18,15569.2
1,0,0,0,0,0,0,0,1,7,3,18,16504.8
1,0,0,0,0,0,0,0,1,8,3,18,16559.8
1,0,0,0,0,0,0,0,1,9,3,18,16528
1,0,0,0,0,0,0,0,1,1,4,18,14519.2
1,0,0,0,0,0,0,0,1,2,4,18,14714.4
1,0,0,0,0,0,0,0,1,3,4,18,14477
1,0,0,0,0,0,0,0,1,4,4,18,14651.2
1,0,0,0,0,0,0,0,1,5,4,18,15025.2
1,0,0,0,0,0,0,0,1,6,4,18,15385.4
1,0,0,0,0,0,0,0,1,7,4,18,16562
1,0,0,0,0,0,0,0,1,8,4,18,16429
1,0,0,0,0,0,0,0,1,9,4,18,16545.8
0,0,0,0,0,0,0,1,1,1,1,2,10418.8
0,0,0,0,0,0,0,1,1,2,1,2,10292.6
0,0,0,0,0,0,0,1,1,3,1,2,10334.2
0,0,0,0,0,0,0,1,1,4,1,2,10693.6
0,0,0,0,0,0,0,1,1,5,1,2,10972.2
0,0,0,0,0,0,0,1,1,6,1,2,11236.6
0,0,0,0,0,0,0,1,1,7,1,2,12558.6
0,0,0,0,0,0,0,1,1,8,1,2,12573.8
0,0,0,0,0,0,0,1,1,9,1,2,12902.6
0,0,0,0,0,0,0,1,1,1,2,2,10590.4
0,0,0,0,0,0,0,1,1,2,2,2,10250
0,0,0,0,0,0,0,1,1,3,2,2,10399.8
0,0,0,0,0,0,0,1,1,4,2,2,10595.6
0,0,0,0,0,0,0,1,1,5,2,2,11048.6
0,0,0,0,0,0,0,1,1,6,2,2,11250.2
0,0,0,0,0,0,0,1,1,7,2,2,12572.6
0,0,0,0,0,0,0,1,1,8,2,2,12587.8
0,0,0,0,0,0,0,1,1,9,2,2,12674.6
0,0,0,0,0,0,0,1,1,1,3,2,10461.4
0,0,0,0,0,0,0,1,1,2,3,2,10266.8
0,0,0,0,0,0,0,1,1,3,3,2,10462.8
0,0,0,0,0,0,0,1,1,4,3,2,10603.2
0,0,0,0,0,0,0,1,1,5,3,2,10969.4
0,0,0,0,0,0,0,1,1,6,3,2,11454.8
0,0,0,0,0,0,0,1,1,7,3,2,12886.6
0,0,0,0,0,0,0,1,1,8,3,2,12700.2
0,0,0,0,0,0,0,1,1,9,3,2,12794.8
0,0,0,0,0,0,0,1,1,1,4,2,10398.8
0,0,0,0,0,0,0,1,1,2,4,2,10394.6
0,0,0,0,0,0,0,1,1,3,4,2,10357
0,0,0,0,0,0,0,1,1,4,4,2,10938.8
0,0,0,0,0,0,0,1,1,5,4,2,10998
0,0,0,0,0,0,0,1,1,6,4,2,11421.6
0,0,0,0,0,0,0,1,1,7,4,2,12735.8
0,0,0,0,0,0,0,1,1,8,4,2,12615.6
0,0,0,0,0,0,0,1,1,9,4,2,13060.2
0,0,0,0,0,0,0,1,1,1,1,6,10364.8
0,0,0,0,0,0,0,1,1,2,1,6,10339.2
0,0,0,0,0,0,0,1,1,3,1,6,10516.4
0,0,0,0,0,0,0,1,1,4,1,6,10579.4
0,0,0,0,0,0,0,1,1,5,1,6,11155.2
0,0,0,0,0,0,0,1,1,6,1,6,11334
0,0,0,0,0,0,0,1,1,7,1,6,12663.2
0,0,0,0,0,0,0,1,1,8,1,6,12825.6
0,0,0,0,0,0,0,1,1,9,1,6,12573.6
0,0,0,0,0,0,0,1,1,1,2,6,10348.2
0,0,0,0,0,0,0,1,1,2,2,6,10338.2
0,0,0,0,0,0,0,1,1,3,2,6,10331
0,0,0,0,0,0,0,1,1,4,2,6,10852.2
0,0,0,0,0,0,0,1,1,5,2,6,10942.6
0,0,0,0,0,0,0,1,1,6,2,6,11228.6
0,0,0,0,0,0,0,1,1,7,2,6,12913.6
0,0,0,0,0,0,0,1,1,8,2,6,12504.8
0,0,0,0,0,0,0,1,1,9,2,6,12481.2
0,0,0,0,0,0,0,1,1,1,3,6,10317.6
0,0,0,0,0,0,0,1,1,2,3,6,10427.4
0,0,0,0,0,0,0,1,1,3,3,6,10477.4
0,0,0,0,0,0,0,1,1,4,3,6,10537.6
0,0,0,0,0,0,0,1,1,5,3,6,11242.4
0,0,0,0,0,0,0,1,1,6,3,6,11250.4
0,0,0,0,0,0,0,1,1,7,3,6,12735
0,0,0,0,0,0,0,1,1,8,3,6,13046.2
0,0,0,0,0,0,0,1,1,9,3,6,12812.2
0,0,0,0,0,0,0,1,1,1,4,6,10671
0,0,0,0,0,0,0,1,1,2,4,6,10558.6
0,0,0,0,0,0,0,1,1,3,4,6,10496.8
0,0,0,0,0,0,0,1,1,4,4,6,10797.2
0,0,0,0,0,0,0,1,1,5,4,6,11325.4
0,0,0,0,0,0,0,1,1,6,4,6,11603
0,0,0,0,0,0,0,1,1,7,4,6,12663.6
0,0,0,0,0,0,0,1,1,8,4,6,12785.6
0,0,0,0,0,0,0,1,1,9,4,6,12788
0,0,0,0,0,0,0,1,1,1,1,18,10348.2
0,0,0,0,0,0,0,1,1,2,1,18,10329.4
0,0,0,0,0,0,0,1,1,3,1,18,10547.8
0,0,0,0,0,0,0,1,1,4,1,18,11159.8
0,0,0,0,0,0,0,1,1,5,1,18,11313.8
0,0,0,0,0,0,0,1,1,6,1,18,11373.6
0,0,0,0,0,0,0,1,1,7,1,18,12706.2
0,0,0,0,0,0,0,1,1,8,1,18,13020.6
0,0,0,0,0,0,0,1,1,9,1,18,12467.8
0,0,0,0,0,0,0,1,1,1,2,18,10389
0,0,0,0,0,0,0,1,1,2,2,18,10637.8
0,0,0,0,0,0,0,1,1,3,2,18,10703.4
0,0,0,0,0,0,0,1,1,4,2,18,10637.8
0,0,0,0,0,0,0,1,1,5,2,18,11503.6
0,0,0,0,0,0,0,1,1,6,2,18,11655.8
0,0,0,0,0,0,0,1,1,7,2,18,12778
0,0,0,0,0,0,0,1,1,8,2,18,12506.8
0,0,0,0,0,0,0,1,1,9,2,18,12452
0,0,0,0,0,0,0,1,1,1,3,18,10620.6
0,0,0,0,0,0,0,1,1,2,3,18,10315
0,0,0,0,0,0,0,1,1,3,3,18,10300.6
0,0,0,0,0,0,0,1,1,4,3,18,10998.8
0,0,0,0,0,0,0,1,1,5,3,18,11004
0,0,0,0,0,0,0,1,1,6,3,18,11553.6
0,0,0,0,0,0,0,1,1,7,3,18,12699
0,0,0,0,0,0,0,1,1,8,3,18,12384.8
0,0,0,0,0,0,0,1,1,9,3,18,12679.6
0,0,0,0,0,0,0,1,1,1,4,18,10711.8
0,0,0,0,0,0,0,1,1,2,4,18,10286.6
0,0,0,0,0,0,0,1,1,3,4,18,10911.2
0,0,0,0,0,0,0,1,1,4,4,18,10590
0,0,0,0,0,0,0,1,1,5,4,18,11142.6
0,0,0,0,0,0,0,1,1,6,4,18,11568.8
0,0,0,0,0,0,0,1,1,7,4,18,12441.2
0,0,0,0,0,0,0,1,1,8,4,18,12893.2
0,0,0,0,0,0,0,1,1,9,4,18,12706.8
1,0,0,0,0,0,0,1,1,1,1,2,14275.2
1,0,0,0,0,0,0,1,1,2,1,2,14248.4
1,0,0,0,0,0,0,1,1,3,1,2,13913.4
1,0,0,0,0,0,0,1,1,4,1,2,13109
1,0,0,0,0,0,0,1,1,5,1,2,12494.2
1,0,0,0,0,0,0,1,1,6,1,2,13245.2
1,0,0,0,0,0,0,1,1,7,1,2,13664.6
1,0,0,0,0,0,0,1,1,8,1,2,13840.2
1,0,0,0,0,0,0,1,1,9,1,2,13723.6
1,0,0,0,0,0,0,1,1,1,2,2,14306
1,0,0,0,0,0,0,1,1,2,2,2,14188.8
1,0,0,0,0,0,0,1,1,3,2,2,13938.2
1,0,0,0,0,0,0,1,1,4,2,2,12996
1,0,0,0,0,0,0,1,1,5,2,2,12472.2
1,0,0,0,0,0,0,1,1,6,2,2,12644.6
1,0,0,0,0,0,0,1,1,7,2,2,13898.4
1,0,0,0,0,0,0,1,1,8,2,2,13641.6
1,0,0,0,0,0,0,1,1,9,2,2,13903.6
1,0,0,0,0,0,0,1,1,1,3,2,14212.2
1,0,0,0,0,0,0,1,1,2,3,2,14141.2
1,0,0,0,0,0,0,1,1,3,3,2,13894.6
1,0,0,0,0,0,0,1,1,4,3,2,13009.6
1,0,0,0,0,0,0,1,1,5,3,2,12611.2
1,0,0,0,0,0,0,1,1,6,3,2,12681
1,0,0,0,0,0,0,1,1,7,3,2,13663.8
1,0,0,0,0,0,0,1,1,8,3,2,14150.4
1,0,0,0,0,0,0,1,1,9,3,2,13698
1,0,0,0,0,0,0,1,1,1,4,2,14249.6
1,0,0,0,0,0,0,1,1,2,4,2,14196.2
1,0,0,0,0,0,0,1,1,3,4,2,13953
1,0,0,0,0,0,0,1,1,4,4,2,13159.6
1,0,0,0,0,0,0,1,1,5,4,2,12231
1,0,0,0,0,0,0,1,1,6,4,2,12710
1,0,0,0,0,0,0,1,1,7,4,2,13869
1,0,0,0,0,0,0,1,1,8,4,2,13695.6
1,0,0,0,0,0,0,1,1,9,4,2,13846
1,0,0,0,0,0,0,1,1,1,1,6,14411.8
1,0,0,0,0,0,0,1,1,2,1,6,14408.2
1,0,0,0,0,0,0,1,1,3,1,6,14205.2
1,0,0,0,0,0,0,1,1,4,1,6,12437.8
1,0,0,0,0,0,0,1,1,5,1,6,12905.8
1,0,0,0,0,0,0,1,1,6,1,6,13335.6
1,0,0,0,0,0,0,1,1,7,1,6,14459.6
1,0,0,0,0,0,0,1,1,8,1,6,14237
1,0,0,0,0,0,0,1,1,9,1,6,14365.2
1,0,0,0,0,0,0,1,1,1,2,6,14227
1,0,0,0,0,0,0,1,1,2,2,6,14329.2
1,0,0,0,0,0,0,1,1,3,2,6,14153.6
1,0,0,0,0,0,0,1,1,4,2,6,12617.4
1,0,0,0,0,0,0,1,1,5,2,6,13327.6
1,0,0,0,0,0,0,1,1,6,2,6,13303.2
1,0,0,0,0,0,0,1,1,7,2,6,14483.8
1,0,0,0,0,0,0,1,1,8,2,6,14368
1,0,0,0,0,0,0,1,1,9,2,6,14378
1,0,0,0,0,0,0,1,1,1,3,6,14176.2
1,0,0,0,0,0,0,1,1,2,3,6,14169.8
1,0,0,0,0,0,0,1,1,3,3,6,14185.6
1,0,0,0,0,0,0,1,1,4,3,6,12444
1,0,0,0,0,0,0,1,1,5,3,6,12945.8
1,0,0,0,0,0,0,1,1,6,3,6,13159.4
1,0,0,0,0,0,0,1,1,7,3,6,14323.4
1,0,0,0,0,0,0,1,1,8,3,6,14362
1,0,0,0,0,0,0,1,1,9,3,6,14381.8
1,0,0,0,0,0,0,1,1,1,4,6,14241
1,0,0,0,0,0,0,1,1,2,4,6,14092.6
1,0,0,0,0,0,0,1,1,3,4,6,14162.4
1,0,0,0,0,0,0,1,1,4,4,6,12464
1,0,0,0,0,0,0,1,1,5,4,6,12891.6
1,0,0,0,0,0,0,1,1,6,4,6,13122.6
1,0,0,0,0,0,0,1,1,7,4,6,14220
1,0,0,0,0,0,0,1,1,8,4,6,14597.6
1,0,0,0,0,0,0,1,1,9,4,6,14259.8
1,0,0,0,0,0,0,1,1,1,1,18,14410.6
1,0,0,0,0,0,0,1,1,2,1,18,14315
1,0,0,0,0,0,0,1,1,3,1,18,14474.4
1,0,0,0,0,0,0,1,1,4,1,18,14623.4
1,0,0,0,0,0,0,1,1,5,1,18,15130
1,0,0,0,0,0,0,1,1,6,1,18,15423.4
1,0,0,0,0,0,0,1,1,7,1,18,16440
1,0,0,0,0,0,0,1,1,8,1,18,16567.8
1,0,0,0,0,0,0,1,1,9,1,18,16771.4
1,0,0,0,0,0,0,1,1,1,2,18,14405.4
1,0,0,0,0,0,0,1,1,2,2,18,14235.8
1,0,0,0,0,0,0,1,1,3,2,18,14377.2
1,0,0,0,0,0,0,1,1,4,2,18,14708.4
1,0,0,0,0,0,0,1,1,5,2,18,15237.4
1,0,0,0,0,0,0,1,1,6,2,18,15540.2
1,0,0,0,0,0,0,1,1,7,2,18,16796.8
1,0,0,0,0,0,0,1,1,8,2,18,16704.4
1,0,0,0,0,0,0,1,1,9,2,18,16579.8
1,0,0,0,0,0,0,1,1,1,3,18,14865.8
1,0,0,0,0,0,0,1,1,2,3,18,14502.4
1,0,0,0,0,0,0,1,1,3,3,18,14449.8
1,0,0,0,0,0,0,1,1,4,3,18,14678.8
1,0,0,0,0,0,0,1,1,5,3,18,15325.6
1,0,0,0,0,0,0,1,1,6,3,18,15472.6
1,0,0,0,0,0,0,1,1,7,3,18,16433.8
1,0,0,0,0,0,0,1,1,8,3,18,16393.2
1,0,0,0,0,0,0,1,1,9,3,18,16928.6
1,0,0,0,0,0,0,1,1,1,4,18,14429.2
1,0,0,0,0,0,0,1,1,2,4,18,14297.4
1,0,0,0,0,0,0,1,1,3,4,18,14383.8
1,0,0,0,0,0,0,1,1,4,4,18,15141
1,0,0,0,0,0,0,1,1,5,4,18,15021
1,0,0,0,0,0,0,1,1,6,4,18,15402.2
1,0,0,0,0,0,0,1,1,7,4,18,16439.8
1,0,0,0,0,0,0,1,1,8,4,18,16703
1,0,0,0,0,0,0,1,1,9,4,18,17103.8
0,1,0,0,1,0,0,0,0,1,1,2,11563.4
0,1,0,0,1,0,0,0,0,2,1,2,11366.6
0,1,0,0,1,0,0,0,0,3,1,2,12063.4
0,1,0,0,1,0,0,0,0,4,1,2,12512
0,1,0,0,1,0,0,0,0,5,1,2,12689
0,1,0,0,1,0,0,0,0,6,1,2,14321.6
0,1,0,0,1,0,0,0,0,7,1,2,18002.8
0,1,0,0,1,0,0,0,0,8,1,2,18076.6
0,1,0,0,1,0,0,0,0,9,1,2,18244.6
0,1,0,0,1,0,0,0,0,1,2,2,10319.2
0,1,0,0,1,0,0,0,0,2,2,2,10535.2
0,1,0,0,1,0,0,0,0,3,2,2,10947
0,1,0,0,1,0,0,0,0,4,2,2,11845.8
0,1,0,0,1,0,0,0,0,5,2,2,12555.6
0,1,0,0,1,0,0,0,0,6,2,2,13972.4
0,1,0,0,1,0,0,0,0,7,2,2,18274.6
0,1,0,0,1,0,0,0,0,8,2,2,18118.6
0,1,0,0,1,0,0,0,0,9,2,2,18518.8
0,1,0,0,1,0,0,0,0,1,3,2,10570.2
0,1,0,0,1,0,0,0,0,2,3,2,10549.6
0,1,0,0,1,0,0,0,0,3,3,2,11132
0,1,0,0,1,0,0,0,0,4,3,2,11815.6
0,1,0,0,1,0,0,0,0,5,3,2,12728.8
0,1,0,0,1,0,0,0,0,6,3,2,14157.2
0,1,0,0,1,0,0,0,0,7,3,2,18361.8
0,1,0,0,1,0,0,0,0,8,3,2,18269.8
0,1,0,0,1,0,0,0,0,9,3,2,18477.2
0,1,0,0,1,0,0,0,0,1,4,2,10171.2
0,1,0,0,1,0,0,0,0,2,4,2,10306.6
0,1,0,0,1,0,0,0,0,3,4,2,10964.2
0,1,0,0,1,0,0,0,0,4,4,2,11631
0,1,0,0,1,0,0,0,0,5,4,2,12529.2
0,1,0,0,1,0,0,0,0,6,4,2,14113.2
0,1,0,0,1,0,0,0,0,7,4,2,18241
0,1,0,0,1,0,0,0,0,8,4,2,18329.2
0,1,0,0,1,0,0,0,0,9,4,2,18393.8
0,1,0,0,1,0,0,0,0,1,1,6,11498.8
0,1,0,0,1,0,0,0,0,2,1,6,11488
0,1,0,0,1,0,0,0,0,3,1,6,11464.8
0,1,0,0,1,0,0,0,0,4,1,6,11220.4
0,1,0,0,1,0,0,0,0,5,1,6,11408.6
0,1,0,0,1,0,0,0,0,6,1,6,12046.8
0,1,0,0,1,0,0,0,0,7,1,6,14051.8
0,1,0,0,1,0,0,0,0,8,1,6,13953.2
0,1,0,0,1,0,0,0,0,9,1,6,13893.6
0,1,0,0,1,0,0,0,0,1,2,6,10626.8
0,1,0,0,1,0,0,0,0,2,2,6,10232.6
0,1,0,0,1,0,0,0,0,3,2,6,10441.8
0,1,0,0,1,0,0,0,0,4,2,6,10597.2
0,1,0,0,1,0,0,0,0,5,2,6,11094.6
0,1,0,0,1,0,0,0,0,6,2,6,11657.6
0,1,0,0,1,0,0,0,0,7,2,6,13978.8
0,1,0,0,1,0,0,0,0,8,2,6,14024.6
0,1,0,0,1,0,0,0,0,9,2,6,13987
0,1,0,0,1,0,0,0,0,1,3,6,9972.4
0,1,0,0,1,0,0,0,0,2,3,6,10116.8
0,1,0,0,1,0,0,0,0,3,3,6,10110.2
0,1,0,0,1,0,0,0,0,4,3,6,10624.6
0,1,0,0,1,0,0,0,0,5,3,6,11352.2
0,1,0,0,1,0,0,0,0,6,3,6,11733
0,1,0,0,1,0,0,0,0,7,3,6,14079.8
0,1,0,0,1,0,0,0,0,8,3,6,14184.6
0,1,0,0,1,0,0,0,0,9,3,6,14087.4
0,1,0,0,1,0,0,0,0,1,4,6,9954.6
0,1,0,0,1,0,0,0,0,2,4,6,9960.4
0,1,0,0,1,0,0,0,0,3,4,6,10197
0,1,0,0,1,0,0,0,0,4,4,6,10444.2
0,1,0,0,1,0,0,0,0,5,4,6,11101
0,1,0,0,1,0,0,0,0,6,4,6,11787.2
0,1,0,0,1,0,0,0,0,7,4,6,14081.6
0,1,0,0,1,0,0,0,0,8,4,6,14102.4
0,1,0,0,1,0,0,0,0,9,4,6,14058
0,1,0,0,1,0,0,0,0,1,1,18,11413.6
0,1,0,0,1,0,0,0,0,2,1,18,11410.8
0,1,0,0,1,0,0,0,0,3,1,18,11513.6
0,1,0,0,1,0,0,0,0,4,1,18,11149.6
0,1,0,0,1,0,0,0,0,5,1,18,11499.4
0,1,0,0,1,0,0,0,0,6,1,18,11787.8
0,1,0,0,1,0,0,0,0,7,1,18,12913
0,1,0,0,1,0,0,0,0,8,1,18,12849.4
0,1,0,0,1,0,0,0,0,9,1,18,12907.2
0,1,0,0,1,0,0,0,0,1,2,18,9854
0,1,0,0,1,0,0,0,0,2,2,18,9772.8
0,1,0,0,1,0,0,0,0,3,2,18,10004.6
0,1,0,0,1,0,0,0,0,4,2,18,9765
0,1,0,0,1,0,0,0,0,5,2,18,10351.8
0,1,0,0,1,0,0,0,0,6,2,18,10699.4
0,1,0,0,1,0,0,0,0,7,2,18,12015.2
0,1,0,0,1,0,0,0,0,8,2,18,11811.8
0,1,0,0,1,0,0,0,0,9,2,18,11849.2
0,1,0,0,1,0,0,0,0,1,3,18,10206.8
0,1,0,0,1,0,0,0,0,2,3,18,10032.2
0,1,0,0,1,0,0,0,0,3,3,18,10032.2
0,1,0,0,1,0,0,0,0,4,3,18,10032.2
0,1,0,0,1,0,0,0,0,5,3,18,10440
0,1,0,0,1,0,0,0,0,6,3,18,10844.6
0,1,0,0,1,0,0,0,0,7,3,18,12173.8
0,1,0,0,1,0,0,0,0,8,3,18,12096
0,1,0,0,1,0,0,0,0,9,3,18,12369.8
0,1,0,0,1,0,0,0,0,1,4,18,9990.8
0,1,0,0,1,0,0,0,0,2,4,18,9857.8
0,1,0,0,1,0,0,0,0,3,4,18,10057.8
0,1,0,0,1,0,0,0,0,4,4,18,10278.2
0,1,0,0,1,0,0,0,0,5,4,18,10410.8
0,1,0,0,1,0,0,0,0,6,4,18,10819.8
